ID,District,Season,Year,Crop,AvgAirTemp,MinAirTemp,MaxAirTemp,AvgTempSkew,AvgTempKurt,AvgRelHum,AvgRelHumSkew,AvgRelHumKurt,AvgDewPt,AvgDewPtSkew,AvgDewPtKurt,AvgPrec,AvgPrecSkew,AvgPrecKurt,AvgWind,Yield
574,Banswara,Kharif,2001,Groundnut,29.32439024,21.9,41.8,0.6149757060000001,0.29887812199999997,61.03821138,-0.374288189,-0.726516583,20.24552846,-1.1991668709999999,1.0723300709999999,,,1.0723300709999999,4.045528455,1.23
575,Rewari,Kharif,1998,Jowar,29.04934211,15.6,43.1,0.480965629,0.743508099,61.97631579,-0.216623331,-1.46621274,20.09802632,-1.050694821,0.39970851700000004,4.357894737,3.535632707,15.2325661,2.165789474,0.0
576,Dharwad,Whole year,1999,Banana,25.68516484,15.0,43.0,1.164602305,0.5810656,58.67032967,-0.036834466,-1.576517142,15.88296703,-0.623429468,-0.8131417209999999,3.4156593410000005,24.92515199,4.463908088999999,3.308791209,23.47
577,Ahmedabad,Rabi,2010,Gram,25.44768212,13.1,42.0,-0.011995991000000001,-0.686300118,35.22649007,0.848923832,0.489039636,7.943046357999999,0.13216088,-0.5773184610000001,,,-0.5773184610000001,2.6947019869999997,0.75
578,Banglore,Rabi,2000,Rice,26.30488656,11.2,43.2,0.50980168,0.086797065,44.81326353,0.792181623,-0.611538174,11.96561955,0.23335896,-1.161799373,2.10052356,6.125390929,48.8648242,2.95113438,2.14
579,Banglore,Rabi,2007,Maize,26.61151832,10.2,45.4,0.468495758,0.065181292,47.74904014,0.433739455,-0.825028869,13.21064572,-0.37128215600000003,-0.57118175,2.384118674,4.834984464,25.86372547,2.960732984,3.57
580,Gulberga,Kharif,2007,Other kharif pulses,26.40731707,36.0,15.1,0.37700938700000003,-0.285488936,72.14796748,-0.241649275,-0.8077102970000001,20.88292683,-0.48851375399999997,-0.305563504,8.008130081000001,2.347137405,-0.305563504,4.139837398,0.44
581,Gulberga,Kharif,2008,Dry chillies,26.12520325,39.2,19.4,0.584920732,0.078624258,72.60406504,-0.38430743700000003,-0.375273709,20.76178862,-0.7606581029999999,1.972658864,5.2292682930000005,2.5477957019999997,1.972658864,5.791056911,1.87
582,Gulberga,Kharif,2000,Niger seed,26.01300813,36.2,13.9,0.636473445,-0.634396562,71.80569106,-0.490514361,-1.094559345,20.24796748,-0.5648642629999999,-0.41318236799999997,5.829268292999999,4.3645677780000005,-0.41318236799999997,4.126829268,0.12
583,Banglore,Whole year,2010,Garlic,27.9793956,25.7,30.8,0.43615257,-0.080637082,77.17939559999999,-1.066518286,0.9192748829999999,23.65934066,-1.0371209829999999,0.905898744,,,,5.56978022,1.33
584,Indore,Whole year,1999,Onion,25.76785714,8.1,41.8,-0.277560239,-0.525585176,46.80412088,-0.848309482,0.45335169799999997,11.92802198,0.109456216,-1.456096274,2.14478022,20.30139977,4.450230915,2.858516484,11.93
585,Rewari,Kharif,2002,Sesamum,27.35986842,13.6,39.5,0.125229401,-0.187581528,68.59605263,-0.831909,-0.635601559,20.62828947,-1.340844202,1.058534689,1.134868421,4.809810113,27.68374448,2.186842105,0.15220700199999998
586,Bhagalpur,Kharif,2002,Sunflower,20.62357724,10.5,34.0,0.29251579899999997,0.117428097,69.46585366,-1.3615231330000002,0.424655006,13.78699187,-1.273879308,0.700059491,,,0.700059491,2.07804878,1.35
587,Ahmedabad,Kharif,2001,Cotton,27.34379085,15.2,38.5,0.575598091,-0.12993981599999999,74.17581699,-1.146982825,0.438947543,21.88300654,-2.035104511,3.392783015,3.233986928,3.918032684,3.392783015,2.776470588,0.572289157
588,Gulberga,Summer,2002,Jowar,29.6795082,17.8,40.3,-0.068008882,-0.871135916,43.40901639,0.422314171,-0.905011885,14.60081967,-0.193291092,-1.061807809,0.38934426200000005,6.226591704,-1.061807809,3.077868852,1.1
589,Indore,Whole year,2012,Garlic,27.24355556,6.6,48.8,-0.244117117,-1.101679697,37.29466667,-0.34817125299999996,0.993576427,8.901333333,0.23173274800000002,-1.1358879259999999,,,,4.563555556,4.05
590,Indore,Whole year,2002,Sugarcane,25.54835165,5.7,43.7,-0.156214148,-0.027744988999999998,50.54010989,-1.277260624,0.327468285,12.88241758,0.034447247,-1.362130012,1.4629120880000002,49.86003359,6.469688102,2.8156593410000004,23.28
591,Rewari,Rabi,2008,Rapeseed & mustard,23.01566485,1.6,46.3,-0.11357884900000001,-0.8014031420000001,45.88051002,0.462966606,-0.9423036090000001,9.160837887000001,0.108782955,-0.872532366,1.50582878,5.243163755,33.07314827,2.419489982,1.988252614
592,Jalna,Kharif,2011,Niger seed,25.03586957,20.5,35.8,0.8600197470000001,0.89903342,80.50869565,-1.07590961,1.188269778,21.45978261,-0.640254432,0.519071736,,,,5.9663043479999995,0.2
593,Hisar,Kharif,1999,Bajra,28.85483871,6.7,45.1,0.086428934,-0.708697903,57.78967742,0.264578115,-1.3015015890000001,18.98774194,-0.826634388,0.244424257,1.477419355,5.685059275,0.244424257,2.244516129,1.53
594,Gulberga,Kharif,2005,Moong,26.95853659,39.5,20.8,1.114367257,0.760489248,65.43902439,-0.616504005,-0.31145298,19.51869919,-1.138990545,1.187079814,7.483739837000001,2.14316614,1.187079814,4.609756098,0.28
595,Indore,Rabi,2008,Peas,24.35166667,15.2,32.9,-0.053847375,-0.555630038,61.97,-0.8779498929999999,-0.10126919,16.33,-0.559041541,-0.21169379300000002,0.028333333,17.24621869,4.093554545,2.14,0.39
596,Dharwad,Rabi,2000,Mustard,24.25888889,18.4,32.5,0.731190972,0.379284694,74.94333333,-1.830465021,3.558474848,19.42111111,-2.798422198,8.699833819,4.173333333,9.874836536,3.0603658260000004,3.797777778,0.13
597,Coimbatore,Kharif,2005,Maize,25.59671053,17.9,34.5,0.51478421,0.058265766,70.06907895,-0.263701994,-0.39604311299999995,19.57236842,-0.944559047,1.440911855,8.505263158,1.670537711,1.968323251,4.740131579,0.0
598,Bhagalpur,Kharif,2009,Jowar,20.70081301,9.9,34.7,0.661163934,-0.42772838700000004,62.57154472,-0.8595326320000001,-0.5307133629999999,12.03821138,-0.823858057,-0.17713790199999999,,,-0.17713790199999999,2.225203252,1.0
599,Dharwad,Rabi,2000,Linseed,24.41888889,15.4,33.5,1.123204182,1.192332412,77.65777778,-0.978912232,0.239416698,20.21111111,-1.4681530280000001,3.732966261,6.424444444,12.28696598,3.183543784,3.163333333,0.37
600,Jalna,Kharif,2000,Soyabean,25.4826087,16.6,35.0,0.686813103,0.24114951399999998,73.58478261,-0.365366486,-1.1346972359999998,20.26086957,-0.23522155600000003,-0.886378963,7.744565217000001,3.055690564,11.22299383,4.109782609,0.49
601,Dharwad,Rabi,2005,Mustard,23.97444444,17.6,32.1,0.45948738899999997,-0.34765179799999996,75.34222222,-1.163603898,0.810751989,19.22222222,-2.067976733,5.236376674,5.648888889,7.049038039,2.680255525,3.9533333330000002,0.17
602,Jaipur,Kharif,2002,Moth,28.21463415,18.4,45.2,1.681195056,2.038018409,73.59268293,-1.6887985319999999,1.5566708569999999,21.85365854,-2.275271644,4.474933163999999,,,4.474933163999999,3.052845528,0.0
603,Bhagalpur,Rabi,2009,Rapeseed & mustard,12.70246575,-8.0,34.7,-0.13584074,-1.208060185,56.75616438,-0.196632819,-0.9532275,3.344931507,0.285767089,-0.9363047529999999,,,-0.9363047529999999,2.519726027,1.8
604,Jaipur,Kharif,2001,Small millets,31.73495935,21.4,43.2,-0.06742538,-0.70349738,47.71138211,0.520504938,-0.935283885,18.02764228,-0.354585721,-0.759087745,,,-0.759087745,3.519512195,1.0
605,Hisar,Rabi,1999,Wheat,28.85483871,6.7,45.1,0.086428934,-0.708697903,57.78967742,0.264578115,-1.3015015890000001,18.98774194,-0.826634388,0.244424257,1.477419355,5.685059275,0.244424257,2.244516129,4.44
606,Bhagalpur,Rabi,2001,Peas & beans (pulses),14.5339726,-5.5,34.5,-0.05302818,-1.25901502,43.20164384,0.643550201,-0.449025946,1.126849315,0.18399641,-0.6812505409999999,,,-0.6812505409999999,2.545479452,0.98
607,Hisar,Rabi,2010,Wheat,30.59032258,9.3,48.5,0.530918855,-0.306816037,60.71806452,-0.6374685170000001,-0.80053782,20.75225806,-0.9641781509999999,0.132287767,,,0.132287767,2.759354839,4.63
608,Jaipur,Kharif,2004,Jowar,28.21300813,20.1,42.7,1.152809974,0.662526025,73.24715447,-1.116222723,0.10331161400000001,22.35284553,-1.759880923,3.4397625389999997,,,3.4397625389999997,3.0504065039999997,0.36
609,Ahmedabad,Kharif,2011,Moong,28.64117647,12.5,44.0,1.7694845019999998,3.65907056,76.14771242,-0.6891763390000001,-0.630238353,23.92679739,-1.477530842,1.333825139,,,1.333825139,4.318954248,0.473684211
610,Hisar,Whole year,2004,Sannhamp,28.59806452,7.8,43.2,-0.5008830439999999,-0.390295939,57.44258065,-0.079472217,-1.018675599,18.46580645,-0.7736824640000001,-0.26148676,2.0645161290000003,5.00267586,-0.26148676,1.922580645,0.0
611,Ahmedabad,Rabi,2011,Gram,23.66556291,9.3,39.9,0.033125588,-0.979268568,54.31589404,-0.059019918,-0.34883284299999995,13.46622517,0.16847620000000002,-1.299205421,,,-1.299205421,2.88013245,0.7003366999999999
612,Bhagalpur,Rabi,2008,Linseed,12.91506849,-6.6,35.2,-0.006779146999999999,-1.040418972,59.06712329,-0.052319761,-1.155222857,4.210958904,0.534756055,-0.9436707209999999,,,-0.9436707209999999,2.614794521,0.85
613,Jaipur,Kharif,2004,Cotton,28.21300813,20.1,42.7,1.152809974,0.662526025,73.24715447,-1.116222723,0.10331161400000001,22.35284553,-1.759880923,3.4397625389999997,,,3.4397625389999997,3.0504065039999997,1.74
614,Gulberga,Rabi,1998,Horse-gram,24.51983471,12.3,35.2,-0.02684973,-0.613390961,51.09421488,0.78865813,0.006026126999999999,13.37355372,-0.300217445,-1.0304259340000002,1.8595041319999999,4.180401985,-1.0304259340000002,2.6082644630000003,0.46
615,Indore,Whole year,2004,Sweet potato,25.95247253,9.0,42.4,-0.043359207000000004,-0.5468848820000001,49.33021978,-1.048710586,0.42413293,12.99752747,0.108963596,-1.440961832,2.496428571,44.47611407,6.0687639010000005,2.6837912090000002,6.5
616,Bhagalpur,Rabi,2006,Masoor,12.47753425,-5.4,32.3,-0.12352205,-1.240847885,59.34109589,-0.018252682,-1.061665399,3.98630137,0.311901262,-0.949101793,,,-0.949101793,2.663561644,0.55
617,Jalna,Kharif,2010,Arhar/tur,24.99565217,20.6,32.6,-0.168780277,0.196140858,82.91086957,-0.557100977,-0.257343523,21.89891304,-0.105425177,-0.6879324059999999,,,,5.4684782610000005,1.02
618,Gulberga,Rabi,2009,Onion,23.37438017,12.4,36.8,-0.16264044,0.168187668,63.28347107,0.20371662199999999,-0.33570878200000004,15.78760331,-0.229797385,-0.038660452000000005,,,-0.038660452000000005,2.862809917,7.33
619,Gulberga,Summer,2000,Rice,30.10983607,15.0,44.8,-0.281231078,-0.666660281,35.78032787,1.075517518,0.7079649809999999,12.04918033,-0.041882005,-0.7755090459999999,0.598360656,5.842836354,-0.7755090459999999,3.1434426230000003,2.36
620,Tonk,Kharif,2009,Bajra,29.34715447,18.7,43.3,0.803384186,-0.500556641,63.25365854,-0.537152165,-0.930829619,20.53739837,-1.285970147,1.291102494,,,1.291102494,3.1121951219999997,0.93
621,Gulberga,Summer,2011,Dry chillies,26.09837398,38.3,20.3,0.538094167,-0.230734857,74.50487805,-0.41741735700000004,-0.612204055,21.19430894,-0.720334958,0.060830445999999996,,,0.060830445999999996,6.360162602000001,3.5
622,Gulberga,Rabi,2002,Maize,24.76280992,11.8,33.7,-0.761315159,0.8341546440000001,50.29421488,1.062541148,0.008453293,13.07190083,0.304153234,-0.45511851700000006,0.8314049590000001,7.453497901,-0.45511851700000006,2.291735537,2.56
623,Dharwad,Kharif,1999,Moong,25.01222222,19.2,39.7,1.485647613,1.358368075,74.91111111,-1.259815651,0.550318592,19.91555556,-1.594277208,1.85953609,6.954444444,10.48672863,3.2039497619999997,4.544444444,0.5
624,Dharwad,Whole year,2001,Onion,25.68516484,15.0,43.0,1.164602305,0.5810656,58.67032967,-0.036834466,-1.576517142,15.88296703,-0.623429468,-0.8131417209999999,3.4156593410000005,24.92515199,4.463908088999999,3.308791209,2.65
625,Coimbatore,Whole year,2006,Moong,24.94835165,12.8,38.4,0.242190892,0.37827844200000005,68.86758242,-0.6942300440000001,0.21951283300000002,18.58818681,-1.827887992,4.303297938,4.593406593,2.6257233859999998,7.020914534,3.666758242,0.4
626,Gulberga,Summer,2011,Sunflower,26.09837398,38.3,20.3,0.538094167,-0.230734857,74.50487805,-0.41741735700000004,-0.612204055,21.19430894,-0.720334958,0.060830445999999996,,,0.060830445999999996,6.360162602000001,0.55
627,Coimbatore,Whole year,2007,Black pepper,24.9,13.3,35.8,-0.200892866,0.08272874200000001,70.93983516,-0.499927674,-0.69695342,19.07884615,-0.851408299,-0.027269661,5.4436813189999995,2.721245605,7.836997563,3.5434065930000003,0.19
628,Dharwad,Rabi,2011,Gram,23.47888889,19.4,30.0,0.6823407020000001,0.537739285,86.89555556,-1.014855766,0.465314548,21.17666667,-1.053385799,1.319652895,,,,4.54,0.39
629,Ahmedabad,Kharif,2012,Moth,,12.2,47.2,,,,,,,,,,,,,0.533333333
630,Bhagalpur,Whole year,2001,Potato,14.5339726,-5.5,34.5,-0.05302818,-1.25901502,43.20164384,0.643550201,-0.449025946,1.126849315,0.18399641,-0.6812505409999999,,,-0.6812505409999999,2.545479452,10.15
631,Gulberga,Whole year,2008,Cotton,26.50082192,12.4,47.3,0.909311698,0.21915796199999998,59.04821918,-0.381250056,-0.905250215,17.04657534,-1.067401781,0.47403750100000003,2.273424658,4.281776208999999,0.47403750100000003,4.170136986,3.64
632,Coimbatore,Whole year,1997,Banana,25.66126374,14.4,37.7,0.347260931,0.17198915399999998,66.48214286,-0.547104348,-0.6831929090000001,18.58736264,-1.294170794,1.307984407,5.085714286,2.195893884,4.533216811,3.428571429,39.34
633,Tonk,Whole year,2007,Sugarcane,29.46097561,16.6,44.4,0.727876871,-0.35263064899999996,62.16178862,-0.34239442200000003,-1.131818954,20.35528455,-1.0854519440000001,0.779194009,,,0.779194009,3.25203252,75.75
634,Jalna,Rabi,2009,Sunflower,25.92216405,12.1,47.5,0.62625598,-0.42266506299999995,52.07609075,-0.111966551,-1.232406895,13.66928447,-0.261493084,-1.104473869,2.15,4.979702487,26.35690918,3.642582897,0.6
635,Jaipur,Kharif,2009,Jowar,29.34715447,18.7,43.3,0.803384186,-0.500556641,63.25365854,-0.537152165,-0.930829619,20.53739837,-1.285970147,1.291102494,,,1.291102494,3.1121951219999997,0.04
636,Indore,Whole year,2004,Garlic,25.95247253,9.0,42.4,-0.043359207000000004,-0.5468848820000001,49.33021978,-1.048710586,0.42413293,12.99752747,0.108963596,-1.440961832,2.496428571,44.47611407,6.0687639010000005,2.6837912090000002,3.43
637,Gulberga,Whole year,2001,Coriander,27.23917808,12.9,43.1,0.6759398040000001,-0.281089939,50.40219178,0.33662452600000003,-1.121236208,14.59123288,-0.309630481,-1.0291978929999999,2.105205479,5.506229126,-1.0291978929999999,3.213972603,0.16
638,Banswara,Rabi,2002,Other  rabi pulses,25.28461538,15.7,38.2,0.610739393,1.5771992,34.56923077,1.872380579,2.81224309,7.648351647999999,1.1167366570000001,0.6242557910000001,,,0.6242557910000001,2.010989011,0.02
639,Coimbatore,Whole year,2006,Ragi,24.94835165,12.8,38.4,0.242190892,0.37827844200000005,68.86758242,-0.6942300440000001,0.21951283300000002,18.58818681,-1.827887992,4.303297938,4.593406593,2.6257233859999998,7.020914534,3.666758242,2.7
640,Coimbatore,Whole year,2008,Groundnut,23.53571429,14.1,33.0,-0.402703902,0.7583376629999999,80.86126374,-0.35062335299999997,-0.033748776,20.06263736,-1.1041964659999999,0.721946761,4.682417582,2.685612948,8.02488601,2.910164835,3.3
641,Banglore,Whole year,2004,Arecanut,27.33516484,23.7,30.8,-0.062217418,0.03092742,72.38104396,-0.869467636,0.09642334699999999,21.927197800000002,-0.978575137,0.25809838399999996,2.878571429,4.732548784,25.21943008,5.864835165,1.4
642,Banglore,Whole year,2005,Turmeric,27.14697802,22.9,30.8,-0.333331731,-0.493111295,73.14697802,-0.666041431,0.13003107,21.92005495,-0.8832458759999999,0.402674123,2.8964285710000004,3.815555585,15.08080406,5.796428571,5.33
643,Gulberga,Kharif,1998,Cotton,26.0699187,41.5,16.2,1.90952952,4.518317597,74.83821138,-1.5681023509999998,2.630531043,20.90325203,-3.1661594689999997,12.67771367,7.059349592999999,2.046571733,12.67771367,3.734146341,1.92
644,Coimbatore,Whole year,2005,Cashewnut,25.13516484,13.7,37.8,0.046665925999999996,-0.051014145,68.64340659,-0.381960935,-0.745133684,18.65961538,-1.076633264,1.027353744,5.233241758,2.616964011,7.108765002999999,3.491758242,0.38
645,Bhagalpur,Kharif,1998,Castor seed,20.59918699,8.9,34.8,0.43959884200000005,0.058014689,70.97317073,-1.2867790590000001,0.166047592,14.10894309,-0.898441136,-0.420232007,,,-0.420232007,2.401626016,0.83
646,Jaipur,Kharif,1998,Arhar/tur,29.69756098,19.6,42.1,0.298461829,-1.048559233,58.22276423,0.036185033,-1.38191977,19.52601626,-1.020816703,1.238418266,,,1.238418266,3.490243902,1.14
647,Tonk,Kharif,2002,Moong,28.21463415,18.4,45.2,1.681195056,2.038018409,73.59268293,-1.6887985319999999,1.5566708569999999,21.85365854,-2.275271644,4.474933163999999,,,4.474933163999999,3.052845528,0.59
648,Jalna,Summer,1999,Maize,29.86982759,20.0,40.6,-0.44408153200000006,-1.105900898,41.81465517,0.75279948,-0.9779943320000001,12.92155172,0.1057749,-1.405563846,2.177586207,6.20133606,41.44544228,4.004310345,1.6
649,Banswara,Rabi,2003,Masoor,23.00645161,13.7,30.9,0.09327176,-0.8519527170000001,29.84516129,0.01455205,-0.230560787,3.967741935,-0.586842992,-0.484595279,,,-0.484595279,2.558064516,1.26
650,Banswara,Kharif,2008,Urad,26.99512195,14.6,40.8,0.9796177429999999,0.8570249809999999,70.60081301,-0.654625063,-0.351846341,20.73577236,-1.651449815,2.483230716,,,2.483230716,3.479674797,0.28
651,Bhagalpur,Kharif,1998,Maize,20.59918699,8.9,34.8,0.43959884200000005,0.058014689,70.97317073,-1.2867790590000001,0.166047592,14.10894309,-0.898441136,-0.420232007,,,-0.420232007,2.401626016,1.32
652,Ahmedabad,Rabi,2005,Gram,24.92368421,11.1,37.1,-0.501058246,-0.552101881,37.23026316,1.662929022,2.038561063,8.313157895,0.5839046179999999,1.008905631,0.320394737,8.779885327999999,1.008905631,2.134210526,0.663157895
653,Hisar,Kharif,2008,Groundnut,29.47419355,-0.1,47.2,0.613078815,0.6775666459999999,62.23870968,-0.32043221899999996,-0.327270107,21.01612903,-0.949162772,0.24838110600000002,3.173548387,3.46890267,0.24838110600000002,2.8819354839999995,0.96
654,Coimbatore,Whole year,2009,Dry chillies,23.82307692,14.0,35.4,-0.10148521699999999,-0.11561323800000001,79.01483516,-0.994376783,1.53500454,19.92664835,-1.087979078,0.901937496,3.658536585,3.938960092,19.15874789,3.0362637360000004,0.53
655,Banswara,Whole year,2008,Garlic,26.72630137,9.8,43.9,0.17081911600000002,-0.36206429,48.37616438,0.616785745,-0.747995258,13.59671233,0.009002378,-1.192289427,,,-1.192289427,2.924383562,0.0
656,Jaipur,Rabi,2010,Linseed,27.07398374,16.4,41.5,1.9795902719999998,4.73013469,78.10487805,-1.8302904869999999,2.6064788930000002,22.6,-1.6815798709999998,2.169741651,,,2.169741651,2.7626016260000004,1.0
657,Jaipur,Kharif,2000,Small millets,29.41138211,20.4,43.7,0.7121643540000001,-0.08800941400000001,59.3,-0.21078797,-1.260130217,19.49756098,-0.701802082,-0.078081818,,,-0.078081818,3.16504065,0.02
658,Jalna,Rabi,2008,Sunflower,26.4417103,10.2,47.5,0.595675349,-0.283261794,46.86596859,0.28742515399999996,-1.180703756,12.45113438,-0.290005521,-0.874772311,1.8581151830000002,5.318550538,32.8969858,3.646247818,0.56
659,Bhagalpur,Whole year,2000,Sugarcane,12.72794521,-7.3,34.9,-0.194471019,-1.190278044,55.85534247,-0.048152165999999996,-0.94320761,3.284657534,0.39705339799999995,-0.889444149,,,-0.889444149,2.633424658,35.21
660,Tonk,Whole year,2002,Sugarcane,28.21463415,18.4,45.2,1.681195056,2.038018409,73.59268293,-1.6887985319999999,1.5566708569999999,21.85365854,-2.275271644,4.474933163999999,,,4.474933163999999,3.052845528,69.26
661,Ahmedabad,Whole year,2010,Onion,27.653972600000003,8.2,49.2,-0.202796207,-0.31640880600000004,50.5939726,-0.048968832000000004,-1.296886958,14.69616438,-0.624938314,-0.722303303,2.063835616,6.494663257000001,-0.722303303,4.0358904110000005,20.5
662,Hisar,Rabi,2009,Masoor,31.50387097,11.0,49.3,0.473135484,-0.64255982,47.78580645,0.016270935,-1.3213493840000001,17.15870968,-1.067089493,0.18996661899999998,,,0.18996661899999998,2.896774194,0.0
663,Banglore,Kharif,2003,Arhar/tur,24.36851852,17.0,32.9,0.7871921,1.6150583,83.77037037,-2.569036421,7.541343563,21.39259259,-2.138035312,5.771806547000001,6.124074074,4.433394993,26.12874594,3.2842592589999997,0.4
664,Tonk,Kharif,2012,Urad,29.48617886,20.7,42.7,0.775125139,-0.10867706,64.85691057,-0.44277924799999996,-1.208186589,21.39756098,-0.622049159,-0.553231965,4.86504065,2.6888096580000003,-0.553231965,2.979674797,0.14
665,Coimbatore,Whole year,2006,Jowar,24.94835165,12.8,38.4,0.242190892,0.37827844200000005,68.86758242,-0.6942300440000001,0.21951283300000002,18.58818681,-1.827887992,4.303297938,4.593406593,2.6257233859999998,7.020914534,3.666758242,0.78
666,Ahmedabad,Rabi,2010,Rapeseed & mustard,25.44768212,13.1,42.0,-0.011995991000000001,-0.686300118,35.22649007,0.848923832,0.489039636,7.943046357999999,0.13216088,-0.5773184610000001,,,-0.5773184610000001,2.6947019869999997,1.5833333330000001
